timestamp,omega_rad_s,frequency_Hz,wave_amplitude_m,c_pto_Ns_m,k_pto_N_m,buoy_mass_kg,buoy_radius_m,water_depth_m,water_density_kg_m3,P_absorbed_W,E_cycle_J
2026-02-24 19:55:24,1.727875959474386, 0.27499999999999997, 2.0,50000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,7704.551765505082, 28016.551874563935
2026-02-24 19:55:25,1.727875959474386, 0.27499999999999997, 2.0,100000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,14737.282334001322, 53590.11757818663
2026-02-24 19:55:25,1.727875959474386, 0.27499999999999997, 2.0,150000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,20877.597578940717, 75918.53665069352
2026-02-24 19:55:25,1.727875959474386, 0.27499999999999997, 2.0,200000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,26016.80307506971, 94606.55663661714
2026-02-24 19:55:25,1.8849555921538759, 0.3, 2.0,50000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,6519.842380416174, 21732.807934720582
2026-02-24 19:55:26,1.8849555921538759, 0.3, 2.0,100000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,12349.008788916824, 41163.36262972275
2026-02-24 19:55:26,1.8849555921538759, 0.3, 2.0,150000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,17259.646939724713, 57532.156465749045
2026-02-24 19:55:26,1.8849555921538759, 0.3, 2.0,200000.0, 500000.0, 500.0, 5.0,100.0, 1000.0,21168.89333927458, 70562.97779758193
2026-02-24 19:55:27,0.9424777960769379, 0.15, 2.0,50000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,12875.503212283338, 85836.68808188892
2026-02-24 19:55:27,0.9424777960769379, 0.15, 2.0,100000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,25465.631422597122, 169770.8761506475
2026-02-24 19:55:27,0.9424777960769379, 0.15, 2.0,150000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,37649.466384819796, 250996.44256546532
2026-02-24 19:55:27,0.9424777960769379, 0.15, 2.0,200000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,49320.3605025665, 328802.40335044335
2026-02-24 19:55:27,1.0995574287564276, 0.175, 2.0,50000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,12698.49366870279, 72562.82096401595
2026-02-24 19:55:28,1.0995574287564276, 0.175, 2.0,100000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,24978.38802023311, 142733.6458299035
2026-02-24 19:55:28,1.0995574287564276, 0.175, 2.0,150000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,36682.043544563996, 209611.67739750855
2026-02-24 19:55:28,1.0995574287564276, 0.175, 2.0,200000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,47679.50078614202, 272454.2902065259
2026-02-24 19:55:28,1.2566370614359172, 0.2, 2.0,50000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,11720.07462596232, 58600.373129811596
2026-02-24 19:55:29,1.2566370614359172, 0.2, 2.0,100000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,22913.553197391855, 114567.76598695928
2026-02-24 19:55:29,1.2566370614359172, 0.2, 2.0,150000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,33396.97289493457, 166984.86447467288
2026-02-24 19:55:29,1.2566370614359172, 0.2, 2.0,200000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,43031.37386800846, 215156.8693400423
2026-02-24 19:55:29,1.4137166941154067, 0.22499999999999998, 2.0,50000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,10399.104486622222, 46218.24216276544
2026-02-24 19:55:29,1.4137166941154067, 0.22499999999999998, 2.0,100000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,20198.086228007793, 89769.2721244791
2026-02-24 19:55:30,1.4137166941154067, 0.22499999999999998, 2.0,150000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,29196.749284918358, 129763.33015519273
2026-02-24 19:55:30,1.4137166941154067, 0.22499999999999998, 2.0,200000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,37258.59649713088, 165593.76220947062
2026-02-24 19:55:30,1.5707963267948966, 0.25, 2.0,50000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,9012.58801645343, 36050.35206581372
2026-02-24 19:55:30,1.5707963267948966, 0.25, 2.0,100000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,17380.34413837085, 69521.3765534834
2026-02-24 19:55:31,1.5707963267948966, 0.25, 2.0,150000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,24891.60772806323, 99566.43091225292
2026-02-24 19:55:31,1.5707963267948966, 0.25, 2.0,200000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,31420.355808362867, 125681.42323345147
2026-02-24 19:55:31,1.727875959474386, 0.27499999999999997, 2.0,50000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,7709.199502282346, 28033.45273557217
2026-02-24 19:55:31,1.727875959474386, 0.27499999999999997, 2.0,100000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,14745.784707100884, 53621.035298548675
2026-02-24 19:55:32,1.727875959474386, 0.27499999999999997, 2.0,150000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,20888.972835862955, 75959.90122131984
2026-02-24 19:55:32,1.727875959474386, 0.27499999999999997, 2.0,200000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,26030.051181923, 94654.7315706291
2026-02-24 19:55:32,1.8849555921538759, 0.3, 2.0,50000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,6524.8062132610985, 21749.35404420366
2026-02-24 19:55:32,1.8849555921538759, 0.3, 2.0,100000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,12357.912266012334, 41193.04088670778
2026-02-24 19:55:33,1.8849555921538759, 0.3, 2.0,150000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,17271.24129592894, 57570.804319763134
2026-02-24 19:55:33,1.8849555921538759, 0.3, 2.0,200000.0, 500000.0, 600.0, 5.0,100.0, 1000.0,21181.973618658987, 70606.5787288633
2026-02-24 19:55:33,0.9424777960769379, 0.15, 2.0,50000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,12877.53225206361, 85850.21501375739
2026-02-24 19:55:33,0.9424777960769379, 0.15, 2.0,100000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,25469.600049595043, 169797.33366396697
2026-02-24 19:55:34,0.9424777960769379, 0.15, 2.0,150000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,37655.24943290123, 251034.99621934156
2026-02-24 19:55:34,0.9424777960769379, 0.15, 2.0,200000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,49327.80356621527, 328852.02377476846
2026-02-24 19:55:34,1.0995574287564276, 0.175, 2.0,50000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,12701.262450377437, 72578.64257358536
2026-02-24 19:55:34,1.0995574287564276, 0.175, 2.0,100000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,24983.744525761023, 142764.25443292013
2026-02-24 19:55:35,1.0995574287564276, 0.175, 2.0,150000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,36689.744889481524, 209655.68508275156
2026-02-24 19:55:35,1.0995574287564276, 0.175, 2.0,200000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,47689.25925993334, 272510.0529139048
2026-02-24 19:55:35,1.2566370614359172, 0.2, 2.0,50000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,11723.47021709409, 58617.351085470444
2026-02-24 19:55:36,1.2566370614359172, 0.2, 2.0,100000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,22920.042629524858, 114600.2131476243
2026-02-24 19:55:36,1.2566370614359172, 0.2, 2.0,150000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,33406.16344023745, 167030.81720118725
2026-02-24 19:55:36,1.2566370614359172, 0.2, 2.0,200000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,43042.81725905957, 215214.08629529786
2026-02-24 19:55:36,1.4137166941154067, 0.22499999999999998, 2.0,50000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,10403.001801562303, 46235.563562499134
2026-02-24 19:55:37,1.4137166941154067, 0.22499999999999998, 2.0,100000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,20205.437447166354, 89801.94420962826
2026-02-24 19:55:37,1.4137166941154067, 0.22499999999999998, 2.0,150000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,29206.98954360424, 129808.84241601887
2026-02-24 19:55:37,1.4137166941154067, 0.22499999999999998, 2.0,200000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,37271.10339596168, 165649.3484264964
2026-02-24 19:55:37,1.5707963267948966, 0.25, 2.0,50000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,9016.889941549623, 36067.559766198494
2026-02-24 19:55:38,1.5707963267948966, 0.25, 2.0,100000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,17388.343275418694, 69553.37310167478
2026-02-24 19:55:38,1.5707963267948966, 0.25, 2.0,150000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,24902.54557882922, 99610.18231531688
2026-02-24 19:55:38,1.5707963267948966, 0.25, 2.0,200000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,31433.426524695424, 125733.7060987817
2026-02-24 19:55:38,1.727875959474386, 0.27499999999999997, 2.0,50000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,7713.851380627745, 28050.368656828166
2026-02-24 19:55:39,1.727875959474386, 0.27499999999999997, 2.0,100000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,14754.294208795693, 53651.97894107525
2026-02-24 19:55:39,1.727875959474386, 0.27499999999999997, 2.0,150000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,20900.356899883693, 76001.2978177589
2026-02-24 19:55:39,1.727875959474386, 0.27499999999999997, 2.0,200000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,26043.3086009914, 94702.94036724146
2026-02-24 19:55:40,1.8849555921538759, 0.3, 2.0,50000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,6529.775621908995, 21765.91873969665
2026-02-24 19:55:40,1.8849555921538759, 0.3, 2.0,100000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,12366.82502501813, 41222.75008339377
2026-02-24 19:55:40,1.8849555921538759, 0.3, 2.0,150000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,17282.846596896055, 57609.48865632019
2026-02-24 19:55:41,1.8849555921538759, 0.3, 2.0,200000.0, 500000.0, 700.0, 5.0,100.0, 1000.0,21195.06483549898, 70650.21611832993
2026-02-26 14:52:55,1.2566370614359172, 0.2, 2.0,20000.0, 0.0, 500.0, 5.0,100.0, 1000.0,16230.61530389219, 81153.07651946094
2026-02-26 14:59:10,1.2566370614359172, 0.2, 2.0,20000.0, 0.0, 500.0, 5.0,100.0, 1000.0,16230.618440860246, 81153.09220430123
2026-02-26 15:03:14,1.2566370614359172, 0.2, 2.0,20000.0, 0.0, 500.0, 5.0,100.0, 1000.0,16169.881328477655, 80849.40664238828
2026-02-26 17:57:09,1.2566370614359172, 0.2, 2.0,20000.0, 0.0, 500.0, 5.0,100.0, 1000.0,16181.362934320656, 80906.81467160328
2026-02-26 18:42:55,0.9424777960769379, 0.15, 2.0,0.0, 0.0, 1000.0, 5.0,100.0, 1000.0,0.0, 0.0
2026-02-26 18:42:55,0.9424777960769379, 0.15, 2.0,55555.555555555555, 0.0, 1000.0, 5.0,100.0, 1000.0,45642.198081690454, 304281.32054460305
2026-02-26 18:42:56,0.9424777960769379, 0.15, 2.0,111111.11111111111, 0.0, 1000.0, 5.0,100.0, 1000.0,87672.81015091446, 584485.4010060964
2026-02-26 18:42:56,0.9424777960769379, 0.15, 2.0,166666.66666666666, 0.0, 1000.0, 5.0,100.0, 1000.0,124926.99309164073, 832846.6206109383
2026-02-26 18:42:57,0.9424777960769379, 0.15, 2.0,222222.22222222222, 0.0, 1000.0, 5.0,100.0, 1000.0,156768.33172872898, 1045122.2115248599
2026-02-26 18:42:57,0.9424777960769379, 0.15, 2.0,277777.77777777775, 0.0, 1000.0, 5.0,100.0, 1000.0,183042.33575616992, 1220282.2383744663
2026-02-26 18:42:58,0.9424777960769379, 0.15, 2.0,333333.3333333333, 0.0, 1000.0, 5.0,100.0, 1000.0,203969.1822688574, 1359794.5484590493
2026-02-26 18:42:58,0.9424777960769379, 0.15, 2.0,388888.8888888889, 0.0, 1000.0, 5.0,100.0, 1000.0,220016.96804446157, 1466779.7869630773
2026-02-26 18:42:59,0.9424777960769379, 0.15, 2.0,444444.44444444444, 0.0, 1000.0, 5.0,100.0, 1000.0,231785.678436814, 1545237.8562454267
2026-02-26 18:42:59,0.9424777960769379, 0.15, 2.0,500000.0, 0.0, 1000.0, 5.0,100.0, 1000.0,239917.1204259726, 1599447.469506484
2026-02-26 18:43:00,0.9424777960769379, 0.15, 2.0,444444.44444444444, 0.0, 1000.0, 5.0,100.0, 1000.0,231785.678436814, 1545237.8562454267
2026-02-26 18:43:00,0.9424777960769379, 0.15, 2.0,450617.2839506173, 0.0, 1000.0, 5.0,100.0, 1000.0,232857.06635131192, 1552380.4423420795
2026-02-26 18:43:00,0.9424777960769379, 0.15, 2.0,456790.1234567901, 0.0, 1000.0, 5.0,100.0, 1000.0,233884.45398414912, 1559229.6932276608
2026-02-26 18:43:01,0.9424777960769379, 0.15, 2.0,462962.962962963, 0.0, 1000.0, 5.0,100.0, 1000.0,234868.71841100446, 1565791.456073363
